Homo sapiens	ACTBL2	345651
Canis lupus familiaris	ACTBL2	487218
Mus musculus	Actc1	11464
Canis lupus familiaris	ACTC1	478250
Homo sapiens	ACTC1	70
Mus musculus	Actg1	11465
Canis lupus familiaris	ACTG1	475923
Homo sapiens	ACTG1	71
Mus musculus	Actg2	11468
Canis lupus familiaris	ACTG2	475792
Homo sapiens	ACTG2	72
Canis lupus familiaris	ACTL10	111092227
Homo sapiens	ACTL10	170487
Mus musculus	Actl10	70362
Canis lupus familiaris	ACTL6A	478637
Mus musculus	Actl6a	56456
Homo sapiens	ACTL6A	86
Homo sapiens	ACTL6B	51412
Canis lupus familiaris	ACTL6B	608417
Mus musculus	Actl6b	83766
Homo sapiens	ACTL7A	10881
Mus musculus	Actl7a	11470
Canis lupus familiaris	ACTL7A	474795
Homo sapiens	ACTL7B	10880
Mus musculus	Actl7b	11471
Canis lupus familiaris	ACTL7B	481658
Canis lupus familiaris	ACTL8	487410
Homo sapiens	ACTL8	81569
Homo sapiens	ACTL9	284382
Canis lupus familiaris	ACTL9	485013
Mus musculus	Actl9	69481
Mus musculus	Actn1	109711
Canis lupus familiaris	ACTN1	480369
Homo sapiens	ACTN1	87
Mus musculus	Actn2	11472
Canis lupus familiaris	ACTN2	479191
Homo sapiens	ACTN2	88
Mus musculus	Actn3	11474
Canis lupus familiaris	ACTN3	483707
Homo sapiens	ACTN3	89
Canis lupus familiaris	ACTN4	484526
Mus musculus	Actn4	60595
Homo sapiens	ACTN4	81
Canis lupus familiaris	ACTR10	480337
Homo sapiens	ACTR10	55860
Mus musculus	Actr10	56444
Homo sapiens	ACTR1A	10121
Canis lupus familiaris	ACTR1A	403791
Mus musculus	Actr1a	54130
Homo sapiens	ACTR1B	10120
Mus musculus	Actr1b	226977
Canis lupus familiaris	ACTR1B	611680
Homo sapiens	ACTR2	10097
Canis lupus familiaris	ACTR2	481396
Mus musculus	Actr2	66713
Homo sapiens	ACTR3	10096
Canis lupus familiaris	ACTR3	403702
Mus musculus	Actr3	74117
Mus musculus	Actr3b	242894
Canis lupus familiaris	ACTR3B	475549
Homo sapiens	ACTR3B	57180
Homo sapiens	ACTR3C	653857
Mus musculus	Actr5	109275
Canis lupus familiaris	ACTR5	477227
Homo sapiens	ACTR5	79913
Canis lupus familiaris	ACTR6	475439
Homo sapiens	ACTR6	64431
Mus musculus	Actr6	67019
Mus musculus	Actr8	56249
Canis lupus familiaris	ACTR8	607274
Homo sapiens	ACTR8	93973
Homo sapiens	ACTRT1	139741
Mus musculus	Actrt1	73360
Homo sapiens	ACTRT2	140625
Canis lupus familiaris	ACTRT2	479581
Mus musculus	Actrt2	73353
Canis lupus familiaris	ACTRT3	488149
Mus musculus	Actrt3	76652
Homo sapiens	ACTRT3	84517
Mus musculus	Acvr1	11477
Canis lupus familiaris	ACVR1	478757
Homo sapiens	ACVR1	90
Mus musculus	Acvr1b	11479
Canis lupus familiaris	ACVR1B	486537
Homo sapiens	ACVR1B	91
Homo sapiens	ACVR1C	130399
Mus musculus	Acvr1c	269275
Canis lupus familiaris	ACVR1C	488361
Mus musculus	Acvr2a	11480
Canis lupus familiaris	ACVR2A	476140
Homo sapiens	ACVR2A	92
Mus musculus	Acvr2b	11481
Canis lupus familiaris	ACVR2B	485590
Homo sapiens	ACVR2B	93
Mus musculus	Acvrl1	11482
Canis lupus familiaris	ACVRL1	477603
Homo sapiens	ACVRL1	94
Mus musculus	Acy1	109652
Homo sapiens	ACY1	95
Canis lupus familiaris	ACY3	100683126
Mus musculus	Acy3	71670
Homo sapiens	ACY3	91703
Canis lupus familiaris	ACYP1	480390
Mus musculus	Acyp1	66204
Homo sapiens	ACYP1	97
Canis lupus familiaris	ACYP2	474595
Mus musculus	Acyp2	75572
Homo sapiens	ACYP2	98
Homo sapiens	ADA	100
Mus musculus	Ada	11486
Canis lupus familiaris	ADA	477236
Canis lupus familiaris	ADA2	484249
Homo sapiens	ADA2	51816
Canis lupus familiaris	ADAD1	100686382
Homo sapiens	ADAD1	132612
Mus musculus	Adad1	21744
Homo sapiens	ADAD2	161931
Mus musculus	Adad2	75773
Canis lupus familiaris	ADAL	100856728
Homo sapiens	ADAL	161823
Mus musculus	Adal	75894
Homo sapiens	ADAM10	102
Mus musculus	Adam10	11487
Canis lupus familiaris	ADAM10	478321
Mus musculus	Adam11	11488
Homo sapiens	ADAM11	4185
Canis lupus familiaris	ADAM11	606958
Canis lupus familiaris	ADAM12	100686018
Mus musculus	Adam12	11489
Homo sapiens	ADAM12	8038
Mus musculus	Adam15	11490
Canis lupus familiaris	ADAM15	490434
Homo sapiens	ADAM15	8751
Mus musculus	Adam17	11491
Canis lupus familiaris	ADAM17	475662
Homo sapiens	ADAM17	6868
Homo sapiens	ADAM18	8749
Mus musculus	Adam19	11492
Canis lupus familiaris	ADAM19	489156
Homo sapiens	ADAM19	8728
Homo sapiens	ADAM20	8748
Homo sapiens	ADAM21	8747
Mus musculus	Adam2	11495
Homo sapiens	ADAM2	2515
Canis lupus familiaris	ADAM2	475576
Mus musculus	Adam22	11496
Canis lupus familiaris	ADAM22	482286
Homo sapiens	ADAM22	53616
Mus musculus	Adam23	23792
Canis lupus familiaris	ADAM23	607871
Homo sapiens	ADAM23	8745
Homo sapiens	ADAM28	10863
Mus musculus	Adam28	13522
Canis lupus familiaris	ADAM28	608753
Canis lupus familiaris	ADAM29	100687448
Homo sapiens	ADAM29	11086
Mus musculus	Adam29	244486
Homo sapiens	ADAM30	11085
Mus musculus	Adam30	71078
Homo sapiens	ADAM32	203102
Canis lupus familiaris	ADAM32	475578
Mus musculus	Adam33	110751
Canis lupus familiaris	ADAM33	485795
Homo sapiens	ADAM33	80332
Mus musculus	Adam7	11500
Canis lupus familiaris	ADAM7	477379
Homo sapiens	ADAM7	8756
Homo sapiens	ADAM8	101
Mus musculus	Adam8	11501
Canis lupus familiaris	ADAM8	491699
Mus musculus	Adam9	11502
Canis lupus familiaris	ADAM9	475579
Homo sapiens	ADAM9	8754
Homo sapiens	ADAMDEC1	27299
Mus musculus	Adamdec1	58860
Canis lupus familiaris	ADAMDEC1	608742
Mus musculus	Adamts10	224697
Canis lupus familiaris	ADAMTS10	611267
Homo sapiens	ADAMTS10	81794
Mus musculus	Adamts12	239337
Canis lupus familiaris	ADAMTS12	479369
Homo sapiens	ADAMTS12	81792
Canis lupus familiaris	ADAMTS13	100630922
Homo sapiens	ADAMTS13	11093
Mus musculus	Adamts13	279028
Homo sapiens	ADAMTS14	140766
Mus musculus	Adamts14	237360
Canis lupus familiaris	ADAMTS14	489031
Homo sapiens	ADAMTS15	170689
Mus musculus	Adamts15	235130
Canis lupus familiaris	ADAMTS15	489275
Homo sapiens	ADAMTS16	170690
Mus musculus	Adamts16	271127
Canis lupus familiaris	ADAMTS16	488061
Homo sapiens	ADAMTS17	170691
Mus musculus	Adamts17	233332
Canis lupus familiaris	ADAMTS17	488708
Homo sapiens	ADAMTS18	170692
Mus musculus	Adamts18	208936
Canis lupus familiaris	ADAMTS18	489704
Homo sapiens	ADAMTS19	171019
Mus musculus	Adamts19	240322
Canis lupus familiaris	ADAMTS19	609332
Canis lupus familiaris	ADAMTS1	100686153
Mus musculus	Adamts1	11504
Homo sapiens	ADAMTS1	9510
Mus musculus	Adamts20	223838
Canis lupus familiaris	ADAMTS20	486602
Homo sapiens	ADAMTS20	80070
Mus musculus	Adamts2	216725
Canis lupus familiaris	ADAMTS2	481453
Homo sapiens	ADAMTS2	9509
Mus musculus	Adamts3	330119
Canis lupus familiaris	ADAMTS3	482192
Homo sapiens	ADAMTS3	9508
Mus musculus	Adamts4	240913
Canis lupus familiaris	ADAMTS4	488651
Homo sapiens	ADAMTS4	9507
Homo sapiens	ADAMTS5	11096
Mus musculus	Adamts5	23794
Canis lupus familiaris	ADAMTS5	487713
Mus musculus	Adamts6	108154
Homo sapiens	ADAMTS6	11174
Canis lupus familiaris	ADAMTS6	478077
Mus musculus	Adamts7	108153
Homo sapiens	ADAMTS7	11173
Canis lupus familiaris	ADAMTS7	488775
